Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
50 FR,27.60,27.60,13,545,"""A""",2009 SE ACAC Fall Invitational,SE,PA,10/16/2009
50 FR,27.72,27.72,13,535,"""A""",2009 SE BASA FAll Challenge,SE,PA,9/26/2009
50 FR,29.19r,29.19,13,418,"""BB""",2009 SE BASA FAll Challenge,SE,PA,9/26/2009
50 FR,29.58r,29.58,12,454,"""BB""",2008 SE 25th. Annual Pilot Invitational,SE,PA,11/16/2008
50 FR,29.64r,29.64,12,450,"""BB""",2008 SE ACAC Fall Invitational,SE,PA,11/1/2008
50 FR,29.70,29.70,12,446,"""BB""",2008 SE ACAC Fall Invitational,SE,PA,10/31/2008
50 FR,29.99,29.99,12,425,"""BB""",2008 SE 25th. Annual Pilot Invitational,SE,PA,11/14/2008
50 FR,32.86,32.86,11,321,"""B""",2008 SE Pilot January Classic,SE,PA,1/18/2008
100 FR,51.08,51.08,21,806,"""AAAA""",2018 American Ath. Conf. - Swi,US,UN,2/17/2018
100 FR,51.17,51.17,17,801,2019 Futures,2014 SE TISCA TN HS Swimming,SE,UN,2/14/2014
100 FR,51.25,51.25,21,797,2019 Futures,2018 American Ath. Conf. - Swi,US,UN,2/17/2018
100 FR,51.33,51.33,17,793,2019 Futures,2014 SE GKAISA Championship Swim Meet,SE,PA,7/25/2014
100 FR,51.44,51.44,21,787,2019 Futures,2017 Georgia Tech Fall Invitat,US,UN,11/18/2017
100 FR,51.94,51.94,17,762,2019 Futures,2014 SE KISL City Meet Champio,SE,UN,1/24/2014
100 FR,51.97,51.97,17,760,2019 Futures,2014 SE TISCA TN HS Swimming,SE,UN,2/14/2014
100 FR,51.99,51.99,17,759,2019 Futures,2014 NC ESSZ SPEEDO Championsh,SE,PA,3/13/2014
100 FR,51.99,51.99,17,759,2019 Futures,2014 SE GKAISA Championship Swim Meet,SE,PA,7/25/2014
100 FR,52.28,52.28,18,745,"""AAA""",2015 C-USA Women's Champs & C-,US,UN,2/21/2015
100 FR,52.33,52.33,17,742,"""AAA""",2013 SE XCEL Meet of Champs,SE,PA,12/6/2013
100 FR,52.34r,52.34,19,742,"""AAA""",2015 Janis Dowd Nike Cup,US,UN,11/21/2015
100 FR,52.36,52.36,20,741,"""AAA""",2016 Georgia Tech Fall Invitat,US,UN,11/19/2016
100 FR,52.46,52.46,18,736,"""AAA""",Louisville Cardinal Invitation,SE,UN,11/23/2014
100 FR,52.58,52.58,20,730,"""AAA""",2017 American Ath. Conf. - Swi,US,UN,2/18/2017
100 FR,52.62,52.62,15,748,"""AAAA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
100 FR,52.62,52.62,15,748,"""AAAA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
100 FR,52.62,52.62,15,748,"""AAAA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
100 FR,52.68,52.68,17,725,"""AAA""",2014 NC ESSZ SPEEDO Championsh,SE,PA,3/13/2014
100 FR,52.70,52.70,16,739,"""AAA""",2012 SE XCEL Meet of Champs,SE,PA,12/7/2012
100 FR,52.73,52.73,19,723,"""AAA""",2016 American Ath. Conf. - Swi,US,UN,2/20/2016
100 FR,52.90,52.90,19,714,"""AAA""",2015 Janis Dowd Nike Cup,US,UN,11/21/2015
100 FR,52.92,52.92,18,713,"""AAA""",Louisville Cardinal Invitation,SE,UN,11/23/2014
100 FR,53.18r,53.18,19,701,"""AAA""",East Carolina vs Old Dominion,US,UN,1/16/2016
100 FR,53.19,53.19,17,700,"""AAA""",2014 SE Pilot Flying J January,SE,PA,1/17/2014
100 FR,53.23,53.23,15,718,"""AAA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
100 FR,53.23,53.23,15,718,"""AAA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
100 FR,53.23,53.23,15,718,"""AAA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
100 FR,53.33,53.33,16,708,"""AAA""",2012 SE XCEL Meet of Champs,SE,PA,12/7/2012
100 FR,53.57,53.57,15,702,"""AAA""",2012 Tennessee Swimming & Divi,SE,UN,2/10/2012
100 FR,53.57,53.57,15,702,"""AAA""",2012 Tennessee Swimming & Divi,SE,UN,2/10/2012
100 FR,53.63,53.63,17,679,"""AAA""",2013 SE XCEL Meet of Champs,SE,PA,12/6/2013
100 FR,53.74,53.74,17,674,"""AAA""",2014 SE KISL City Meet Champio,SE,UN,1/24/2014
100 FR,53.82,53.82,16,684,"""AAA""",2013 SE KISL City Meet Champio,SE,UN,1/27/2013
100 FR,53.82,53.82,16,684,"""AAA""",2013 SE KISL City Meet Champio,SE,UN,1/27/2013
100 FR,53.85,53.85,19,668,"""AAA""",4th Annual All-NC Invitional,US,UN,10/3/2015
100 FR,53.90,53.90,15,686,"""AAA""",2012 SE Southeastern Champions,SE,PA,2/23/2012
100 FR,53.97,53.97,16,677,"""AAA""",2013 NCSA Junior Swim,SE,UN,3/12/2013
100 FR,54.00,54.00,15,681,"""AAA""",2012 NCSA Junior National Swim,SE,PA,3/20/2012
100 FR,54.15r,54.15,21,654,"""AA""",Navy vs ECU 2017,US,UN,10/6/2017
100 FR,54.23,54.23,17,650,"""AAA""",2014 SE Pilot Flying J January,SE,PA,1/17/2014
100 FR,55.13,55.13,16,623,"""AA""",2013 SE KISL City Meet Champio,SE,UN,1/27/2013
100 FR,55.13,55.13,16,623,"""AA""",2013 SE KISL City Meet Champio,SE,UN,1/27/2013
100 FR,55.26,55.26,15,622,"""AAA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
100 FR,55.26,55.26,15,622,"""AAA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
100 FR,55.26,55.26,15,622,"""AAA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
100 FR,55.42,55.42,15,615,"""AAA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
100 FR,55.42,55.42,15,615,"""AAA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
100 FR,55.42,55.42,15,615,"""AAA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
100 FR,55.62,55.62,14,646,"""AAA""",2011 SE Southeastern Champions,SE,PA,2/24/2011
100 FR,56.06,56.06,17,566,"""AA""",2013 SE ACAC Fall Invitational,SE,PA,10/11/2013
100 FR,56.15,56.15,14,622,"""AAA""",2010 SE EXCEL Meet of Champs,SE,PA,12/3/2010
100 FR,56.31,56.31,15,574,"""AA""",2011 SE ACAC Fall Invitational,SE,PA,10/21/2011
100 FR,56.32,56.32,15,574,"""AA""",2011 SE 21st annual Martha Bas,SE,PA,11/12/2011
100 FR,56.52,56.52,16,560,"""AA""",2012 SE McCallie/GPS Scenic Ci,SE,PA,10/13/2012
100 FR,56.60,56.60,14,602,"""AAA""",2011 SE Pilot January Classic,SE,PA,1/14/2011
100 FR,57.07,57.07,16,535,"""AA""",2012 VA BASA Fall Challenge,SE,PA,9/22/2012
100 FR,57.11,57.11,14,579,"""AA""",2011 SE Pilot January Classic,SE,PA,1/14/2011
100 FR,57.15,57.15,15,537,"""AA""",2011 VA BASA Fall Challenge,SE,PA,9/24/2011
100 FR,57.53,57.53,14,561,"""AA""",2010 SE ACAC Fall Invitational,SE,PA,10/22/2010
100 FR,57.54,57.54,17,501,"""A""",2013 VA BASA 2013 Fall Challenge,SE,PA,9/28/2013
100 FR,57.57,57.57,16,514,"""A""",2013 SE NIKE Short Course Invi,SE,PA,1/12/2013
100 FR,58.38,58.38,14,524,"""AA""",2010 SE EXCEL Meet of Champs,SE,PA,12/3/2010
100 FR,59.20,59.20,13,526,"""AA""",2009 SE Meet of Champs,SE,PA,12/4/2009
100 FR,59.35r,59.35,14,483,"""AA""",2011 SE Pilot January Classic,SE,PA,1/16/2011
100 FR,59.73,59.73,13,504,"""A""",2010 SE Pilot January Classic,SE,PA,1/15/2010
100 FR,1:00.00,1:00.00,13,493,"""A""",2009 SE BASA FAll Challenge,SE,PA,9/26/2009
100 FR,1:01.08,1:01.08,14,414,"""A""",2010 SE  BASA Fall Challenge,SE,PA,9/25/2010
100 FR,1:01.33,1:01.33,13,440,"""A""",2009 SE ACAC Fall Invitational,SE,PA,10/16/2009
100 FR,1:05.40,1:05.40,12,381,"""BB""",2008 SE 25th. Annual Pilot Invitational,SE,PA,11/14/2008
100 FR,1:05.89,1:05.89,12,366,"""BB""",2008 SE ACAC Fall Invitational,SE,PA,10/31/2008
100 FR,1:15.83,1:15.83,11,168,"""Slower than B""",2008 SE Pilot January Classic,SE,PA,1/18/2008
200 FR,1:55.98,1:55.98,17,669,"""AAA""",2013 SE XCEL Meet of Champs,SE,PA,12/6/2013
200 FR,1:55.99,1:55.99,15,681,"""AAA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
200 FR,1:55.99,1:55.99,15,681,"""AAA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
200 FR,1:55.99,1:55.99,15,681,"""AAA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
200 FR,1:56.42,1:56.42,16,658,"""AAA""",2012 SE XCEL Meet of Champs,SE,PA,12/7/2012
200 FR,1:57.05,1:57.05,17,643,"""AAA""",2013 SE XCEL Meet of Champs,SE,PA,12/6/2013
200 FR,1:57.14,1:57.14,15,653,"""AAA""",2012 SE Southeastern Champions,SE,PA,2/23/2012
200 FR,1:57.23,1:57.23,16,639,"""AAA""",2013 SE-OB TN HS Swimming and,SE,UN,2/8/2013
200 FR,1:57.23,1:57.23,17,639,"""AA""",2014 NC ESSZ SPEEDO Championsh,SE,PA,3/13/2014
200 FR,1:57.32,1:57.32,15,649,"""AAA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
200 FR,1:57.32,1:57.32,15,649,"""AAA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
200 FR,1:57.32,1:57.32,15,649,"""AAA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
200 FR,1:58.55,1:58.55,15,620,"""AAA""",2012 NCSA Junior National Swim,SE,PA,3/20/2012
200 FR,1:59.41,1:59.41,16,588,"""AA""",2012 SE XCEL Meet of Champs,SE,PA,12/7/2012
200 FR,2:00.67,2:00.67,15,571,"""AA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
200 FR,2:00.67,2:00.67,15,571,"""AA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
200 FR,2:00.67,2:00.67,15,571,"""AA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
200 FR,2:01.39,2:01.39,14,593,"""AAA""",2011 SE Pilot January Classic,SE,PA,1/14/2011
200 FR,2:01.74,2:01.74,14,585,"""AAA""",2010 SE EXCEL Meet of Champs,SE,PA,12/3/2010
200 FR,2:02.04,2:02.04,15,540,"""AA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
200 FR,2:02.04,2:02.04,15,540,"""AA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
200 FR,2:02.04,2:02.04,15,540,"""AA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
200 FR,2:02.92,2:02.92,14,559,"""AA""",2011 SE Pilot January Classic,SE,PA,1/14/2011
200 FR,2:03.19,2:03.19,14,553,"""AA""",2011 SE Southeastern Champions,SE,PA,2/24/2011
200 FR,2:03.23,2:03.23,15,514,"""AA""",2011 SE 21st annual Martha Bas,SE,PA,11/12/2011
200 FR,2:03.46,2:03.46,15,509,"""AA""",2011 SE ACAC Fall Invitational,SE,PA,10/21/2011
200 FR,2:03.51,2:03.51,14,546,"""AA""",2010 SE ACAC Fall Invitational,SE,PA,10/22/2010
200 FR,2:03.66,2:03.66,16,494,"""AA""",2012 SE McCallie/GPS Scenic Ci,SE,PA,10/13/2012
200 FR,2:03.78,2:03.78,14,540,"""AA""",2010 SE EXCEL Meet of Champs,SE,PA,12/3/2010
200 FR,2:05.10,2:05.10,17,463,"""A""",2013 SE ACAC Fall Invitational,SE,PA,10/11/2013
200 FR,2:05.30,2:05.30,17,459,"""A""",2014 SE Pilot Flying J January,SE,PA,1/17/2014
200 FR,2:06.32,2:06.32,16,439,"""A""",2013 SE NIKE Short Course Invi,SE,PA,1/12/2013
200 FR,2:07.05,2:07.05,13,507,"""AA""",2010 SE Pilot January Classic,SE,PA,1/15/2010
200 FR,2:07.31,2:07.31,15,430,"""A""",2011 VA BASA Fall Challenge,SE,PA,9/24/2011
200 FR,2:07.65,2:07.65,14,459,"""AA""",2010 SE  BASA Fall Challenge,SE,PA,9/25/2010
200 FR,2:07.66,2:07.66,13,494,"""AA""",2010 SE Pilot January Classic,SE,PA,1/15/2010
200 FR,2:08.10,2:08.10,16,403,"""A""",2012 VA BASA Fall Challenge,SE,PA,9/22/2012
200 FR,2:11.42,2:11.42,17,341,"""BB""",2013 VA BASA 2013 Fall Challenge,SE,PA,9/28/2013
200 FR,2:12.55,2:12.55,13,398,"""A""",2009 SE BASA FAll Challenge,SE,PA,9/26/2009
200 FR,2:13.05,2:13.05,13,389,"""A""",2009 SE Meet of Champs,SE,PA,12/4/2009
200 FR,2:13.20,2:13.20,13,386,"""A""",2009 SE ACAC Fall Invitational,SE,PA,10/16/2009
200 FR,2:21.37,2:21.37,12,353,"""BB""",2008 SE 25th. Annual Pilot Invitational,SE,PA,11/14/2008
200 FR,2:24.32,2:24.32,12,309,"""BB""",2008 SE ACAC Fall Invitational,SE,PA,10/31/2008
200 FR,2:49.41,2:49.41,11,98,"""Slower than B""",2008 SE Pilot January Classic,SE,PA,1/18/2008
500 FR,5:19.07,5:19.07,15,588,"""AA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
500 FR,5:19.07,5:19.07,15,588,"""AA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
500 FR,5:19.07,5:19.07,15,588,"""AA""",2012 SE Pilot January Classic,SE,PA,1/13/2012
500 FR,5:21.58,5:21.58,15,566,"""AA""",2012 SE Southeastern Champions,SE,PA,2/23/2012
500 FR,5:23.89,5:23.89,15,546,"""AA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
500 FR,5:23.89,5:23.89,15,546,"""AA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
500 FR,5:23.89,5:23.89,15,546,"""AA""",2011 SE XCEL Meet of Champs,SE,PA,12/2/2011
500 FR,5:24.42,5:24.42,15,541,"""AA""",2011 SE ACAC Fall Invitational,SE,PA,10/21/2011
500 FR,5:25.00,5:25.00,14,560,"""AA""",2011 SE Pilot January Classic,SE,PA,1/14/2011
500 FR,5:25.00,5:25.00,14,560,"""AA""",2011 SE Southeastern Champions,SE,PA,2/24/2011
500 FR,5:26.18,5:26.18,15,527,"""AA""",2011 SE 21st annual Martha Bas,SE,PA,11/12/2011
500 FR,5:27.82,5:27.82,16,494,"""AA""",2012 SE XCEL Meet of Champs,SE,PA,12/7/2012
