Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
200 FL,2:27.13,2:27.13,17,432,"""BB""",2012 GA 6TH Annual Luqman R El-Amin,GA,LINS,11/9/2012
200 FL,2:29.11,2:29.11,14,441,"""BB""",2010 GA Northern Divisional Champ,GA,UN,3/26/2010
200 FL,2:29.14,2:29.14,16,409,"""BB""",2011 GA Marlins Invite,GA,LINS,12/2/2011
200 FL,2:31.45,2:31.45,14,407,"""BB""",2010 GA Northern Divisional Champ,GA,UN,3/26/2010
200 FL,2:32.23,2:32.23,15,372,"""BB""",2010 GA 4TH ANNUAL LUQMAN R. EL-AMIN I,GA,LINS,11/12/2010
200 FL,2:33.51,2:33.51,15,354,"""BB""",2010 GA Marlins Invite,GA,LINS,12/10/2010
200 FL,2:33.59,2:33.59,16,346,"""BB""",2011 GA 5TH ANNUAL LUQMAN R EL-AMIN IN,GA,LINS,11/11/2011
200 FL,2:41.56,2:41.56,13,320,"""B""",2008 GA TWS Invite,GA,TWS,12/5/2008
100 IM,1:02.76,1:02.76,22,577,"""Slower than B""",Florida State University Tripl,FL,UN,11/4/2017
100 IM,1:10.82,1:10.82,12,511,"""AA""",2008 GA Northern Divisional Champ,GA,TWS,3/28/2008
100 IM,1:12.66,1:12.66,12,454,"""A""",2008 GA Northern Divisional Champ,GA,TWS,3/28/2008
100 IM,1:13.39,1:13.39,12,432,"""A""",2008 GA RAYS Invitational,GA,TWS,2/15/2008
100 IM,1:14.32,1:14.32,12,404,"""BB""",2008 SE Pilot January Classic,GA,TWS,1/18/2008
100 IM,1:17.68,1:17.68,12,311,"""BB""",2007 GA IMX Invitational,GA,TWS,11/9/2007
100 IM,1:21.07,1:21.07,12,227,"""B""",2007 GA TWS Big Brother Big Sister,GA,TWS,9/30/2007
100 IM,1:22.97,1:22.97,11,267,"""B""",2007 GA Northern Div Champs,GA,TWS,3/23/2007
100 IM,1:25.57,1:25.57,11,208,"""B""",2007 GA RAYS Invitational,GA,TWS,2/2/2007
100 IM,1:26.54,1:26.54,11,187,"""Slower than B""",2006 GA TWS Invite,GA,TWS,12/1/2006
100 IM,1:27.31,1:27.31,11,171,"""Slower than B""",2006 GA IMX Invitational,GA,TWS,11/10/2006
100 IM,1:31.07,1:31.07,11,103,"""Slower than B""",Tidal Wave Big Brother & Big S,GA,UN,10/1/2006
100 IM,1:51.94,1:51.94,8,42,"""Slower than B""",2004 GA Warren Stephens,GA,TWS,2/21/2004
100 IM,2:02.28,2:02.28,8,1,"""Slower than B""",2003 GA ABSC vs TWS,GA,TWS,10/12/2003
200 IM,2:07.99,2:07.99,22,740,2019 Futures,Auburn University Invite,US,UN,2/2/2018
200 IM,2:08.54,2:08.54,22,730,"""AAA""",Auburn University Invite,US,UN,2/2/2018
200 IM,2:09.22,2:09.22,22,716,"""AAA""",2017 Georgia Tech Fall Invitat,FL,UN,11/16/2017
200 IM,2:09.73,2:09.73,20,706,"""AAA""",2015 Georgia Tech Fall Invitat,FL,UN,11/19/2015
200 IM,2:11.10,2:11.10,15,696,"""AAA""",2011 GA Northern Divisional Champ,GA,LINS,3/25/2011
200 IM,2:11.56,2:11.56,22,671,"""AA""",Florida State vs Minnesota,FL,UN,10/7/2017
200 IM,2:12.11,2:12.11,19,661,"""AA""",2015 FL RATS Stanton C. Craigie Memori,FL,IRSC,2/8/2015
200 IM,2:12.35,2:12.35,22,656,"""AA""",Florida State vs Florida Atlan,US,UN,1/27/2018
200 IM,2:12.37,2:12.37,20,656,"""AA""",2016 FL RATS Stanton C. Craigie Invite,FL,IRSC,2/7/2016
200 IM,2:12.44,2:12.44,16,658,"""AAA""",2011 GA Georgia Short Course Senior Ch,GA,LINS,12/9/2011
200 IM,2:12.61,2:12.61,22,652,"""AA""",Florida State vs Notre,US,UN,1/20/2018
200 IM,2:12.81,2:12.81,18,648,"""AA""",2014 SE Southern Premier,GA,SA,3/7/2014
200 IM,2:13.00,2:13.00,16,647,"""AAA""",2011 GA Georgia Short Course Senior Ch,GA,LINS,12/9/2011
200 IM,2:13.10,2:13.10,22,642,"""AA""",UF vs. FSU 010518,US,UN,1/5/2018
200 IM,2:13.26,2:13.26,18,639,"""AA""",2013 GA Senior Short Course St,GA,SA,12/6/2013
200 IM,2:13.57,2:13.57,21,634,"""AA""",2016 FL NOLE 12 Days of Waves,FL,NOLE,12/10/2016
200 IM,2:14.35,2:14.35,16,622,"""AAA""",2012 GA 5A State Swimming & D,GA,UN,2/10/2012
200 IM,2:14.98,2:14.98,16,610,"""AA""",2012 GA Cobb County Championships,GA,LINS,1/26/2012
200 IM,2:15.40,2:15.40,21,600,"""AA""",2017 FL ATAC Mac Crutchfield SC I,FL,NOLE,1/28/2017
200 IM,2:15.77,2:15.77,21,593,"""AA""",2017 FL ATAC Mac Crutchfield SC I,FL,NOLE,1/28/2017
200 IM,2:16.53,2:16.53,14,622,"""AAA""",2010 GA Northern Divisional Champ,GA,UN,3/26/2010
200 IM,2:16.79,2:16.79,18,575,"""AA""",2013 GA SwimAtlanta Veterans Weekend I,GA,SA,11/16/2013
200 IM,2:16.82,2:16.82,16,577,"""AA""",2012 GA Cobb County Championships,GA,LINS,1/26/2012
200 IM,2:16.82,2:16.82,15,590,"""AA""",2011 GA 5A State Swimming & D,GA,UN,2/11/2011
200 IM,2:17.41,2:17.41,15,579,"""AA""",2011 GA Cobb County Championships,GA,UN,1/26/2011
200 IM,2:17.75,2:17.75,15,573,"""AA""",2010 GA Senior State Champs,GA,LINS,12/3/2010
200 IM,2:17.97,2:17.97,15,569,"""AA""",2011 GA Northern Divisional Champ,GA,LINS,3/25/2011
200 IM,2:18.29,2:18.29,18,548,"""A""",2014 SE Ralph Crocker Classic,GA,SA,1/17/2014
200 IM,2:18.39,2:18.39,15,562,"""AA""",2011 MS Laurel Winter Invite,GA,LINS,1/14/2011
200 IM,2:18.61,2:18.61,15,558,"""AA""",2011 GA Cobb County Championships,GA,UN,1/26/2011
200 IM,2:19.03,2:19.03,17,535,"""A""",2012 GA Georgia Senior Short Course St,GA,LINS,12/7/2012
200 IM,2:19.51,2:19.51,18,527,"""A""",2013 GA SCAT Fall Invitational,GA,UN,10/5/2013
