Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
100 BR,1:14.80,1:14.80,16,485,"""A""",2011 CA ZAP Spooktacular BRW S,CA,LKWD,10/8/2011
100 BR,1:14.84,1:14.84,19,462,"""BB""",2014 CA Kevin B. Perry Senior,CA,LKWD,11/8/2014
100 BR,1:14.92,1:14.92,15,505,"""A""",2010 CA - Lakewood Aquatics Oc,CA,LKWD,10/9/2010
100 BR,1:15.00,1:15.00,16,479,"""A""",2011 CA Lakewood-Trident-ZAP Hallowee,CA,LKWD,10/29/2011
100 BR,1:15.49,1:15.49,15,488,"""A""",2011 CA Lakewood-ZAP-RMDA JULY,CA,LKWD,7/10/2011
100 BR,1:16.00,1:16.00,16,450,"""BB""",2012 CA LKWD-TRID-ZAP-SCAL,CA,LKWD,1/7/2012
100 BR,1:16.02,1:16.02,15,472,"""BB""",2010 CA MVN Turkey BR Meet,CA,LKWD,11/19/2010
100 BR,1:16.23,1:16.23,14,472,"""A""",2009 CA Lakewood Halloween,CA,LKWD,10/31/2009
100 BR,1:16.81,1:16.81,16,426,"""BB""",2011 CA LKWD_TRID_MPMR,CA,LKWD,9/24/2011
100 BR,1:16.94,1:16.94,15,445,"""BB""",2010 CA Lakewood Holloween Int,CA,LKWD,10/30/2010
100 BR,1:17.92,1:17.92,14,424,"""BB""",2009 CA Downey Dolphins Octobe,CA,LKWD,10/10/2009
100 BR,1:18.55,1:18.55,14,406,"""BB""","2010 CA Downey  B,R,W SC Meet",CA,LKWD,1/9/2010
100 BR,1:19.34,1:19.34,14,384,"""BB""",2009 CA Santa Fe Springs Aquat,CA,LKWD,9/18/2009
100 BR,1:20.30,1:20.30,13,392,"""BB""",2009 CA METRO COMM SPRING CHAM,CA,LKWD,2/21/2009
100 BR,1:20.30,1:20.30,13,392,"""BB""",2009 CA METRO COMM SPRING CHAM,CA,LKWD,2/21/2009
100 BR,1:21.85,1:21.85,13,351,"""BB""",2009 CA Barracuda Aquatic Club,CA,LKWD,1/17/2009
100 BR,1:22.83,1:22.83,13,325,"""BB""",2009 CA ZAP/ Lakewood/ Century,CA,LKWD,3/14/2009
100 BR,1:23.51,1:23.51,13,308,"""BB""",2008 CA Lakewood/Downey Dual M,CA,LKWD,11/14/2008
100 BR,1:24.14,1:24.14,13,292,"""B""",2008 CA SFSA Fall,CA,LKWD,9/20/2008
100 BR,1:24.18,1:24.18,13,291,"""B""",2008 CA Metro Committee-Max Ch,CA,LKWD,12/6/2008
100 BR,1:25.86,1:25.86,13,250,"""B""",2008 CA Cerritos Aquatic Club,CA,LKWD,11/22/2008
100 BR,1:27.66,1:27.66,12,304,"""BB""",2008 CA PVST Pres Day Meet,CA,LKWD,2/16/2008
100 BR,1:28.83,1:28.83,12,278,"""BB""",2008 CA BAC Metro Comm,CA,LKWD,1/26/2008
100 BR,1:34.94,1:34.94,12,154,"""B""","2007 CA BCH/LKWD ""BRW"" SC Meet",CA,LKWD,11/3/2007
100 BR,1:35.46,1:35.46,12,144,"""B""",2007 CA CERR Fall SC--3rd Corr,CA,LKWD,11/17/2007
100 BR,1:36.49,1:36.49,12,126,"""Slower than B""",2007 CA Metro Comm Blue-Max Ch,CA,LKWD,12/1/2007
200 BR,2:29.26,2:29.26,18,645,"""AA""",2013 CA SCS/SBSC Winter Age Gr,CA,LKWD,12/13/2013
200 BR,2:29.28,2:29.28,18,645,"""AA""",2013 CA SCS/SBSC Winter Age Gr,CA,LKWD,12/13/2013
200 BR,2:30.33,2:30.33,18,630,"""AA""",2013 CA SCS Winter Senior Meet,CA,LKWD,12/19/2013
200 BR,2:30.52,2:30.52,22,627,"""AA""",2018 UC San Diego at Cal Bapti,US,UN,1/20/2018
200 BR,2:30.64,2:30.64,22,625,"""AA""",2018 RMAC Championships,US,UN,2/17/2018
200 BR,2:31.86,2:31.86,18,608,"""AA""",2013 CA SCS Winter Senior Meet,CA,LKWD,12/19/2013
200 BR,2:32.15,2:32.15,17,603,"""AA""",2012 CA SBSC Winter Age Group,CA,LKWD,12/7/2012
200 BR,2:32.64,2:32.64,22,596,"""A""",2017OB UNLV INVITE,US,UN,11/18/2017
200 BR,2:33.37,2:33.37,19,586,"""AA""",2014 CA SBSC/SCS Winter Age Gr,CA,LKWD,12/14/2014
200 BR,2:34.34,2:34.34,22,572,"""A""",2017 CBU Lancers Swim Dive Inv,US,UN,12/16/2017
200 BR,2:34.79,2:34.79,17,566,"""A""",2013 SI Presidents' Day Senior Classic,CA,LKWD,2/15/2013
200 BR,2:34.99,2:34.99,17,563,"""A""",2012 CA SBSC Winter Age Group,CA,LKWD,12/7/2012
200 BR,2:37.01,2:37.01,21,535,"""A""",GCU v. UNLV v. CBU v. ACU,US,UN,1/7/2017
200 BR,2:37.33,2:37.33,22,530,"""A""",2017 Malibu Invitational,US,UN,10/21/2017
200 BR,2:37.63,2:37.63,16,540,"""A""",2011 CA SAND - WAG Championship,CA,LKWD,12/9/2011
200 BR,2:37.84,2:37.84,17,523,"""A""",2013 SI Presidents' Day Senior Classic,CA,LKWD,2/15/2013
200 BR,2:37.95,2:37.95,19,522,"""A""",2014 CA Kevin B. Perry Senior,CA,LKWD,11/9/2014
200 BR,2:38.21,2:38.21,16,532,"""A""",2011 CA SAND - WAG Championship,CA,LKWD,12/9/2011
200 BR,2:38.86,2:38.86,17,509,"""A""",2013 CA Metro Committee Spring,CA,LKWD,2/9/2013
200 BR,2:39.05,2:39.05,18,507,"""A""",2013 CA Kevin B. Perry Senior,CA,LKWD,11/8/2013
200 BR,2:39.11,2:39.11,16,520,"""A""",2012 CA LKWD-DA-TRID-ZAP IMX P,CA,LKWD,5/19/2012
200 BR,2:39.15,2:39.15,22,505,"""BB""",GCU v. CBU v. NMSU v. Rice,US,UN,1/6/2018
200 BR,2:39.30,2:39.30,22,503,"""BB""",PPSD vs. CBU,US,UN,10/27/2017
