Event,Time,Alt. Adj. Time,Age,Power Points,Time Standard,Meet,LSC,Club,Swim Date
100 FL,54.22,54.22,17,612,"""AA""",2014 CA GWSC BACK-TO-SCHOOL ME,CA,SCAT,9/27/2014
100 FL,54.37,54.37,20,601,"""A""",PPSD vs. CBU,US,UN,10/27/2017
100 FL,54.42,54.42,20,599,"""A""",GCU v. CBU v. NMSU v. Rice,US,UN,1/6/2018
100 FL,54.53,54.53,17,599,"""AA""",2015 CA SCS Senior Meet,CA,SCAT,1/18/2015
100 FL,55.44,55.44,16,588,"""AA""",2013 CA OB CIF Sea View League - Finals,CA,UN,5/2/2013
100 FL,55.86,55.86,16,570,"""AA""",2013 CA PST Agua Caliente Meet,CA,SCAT,11/22/2013
100 FL,56.06,56.06,16,562,"""AA""",2013 CA OB CIF Sea View League - Finals,CA,UN,5/2/2013
100 FL,56.12,56.12,16,559,"""AA""",2013 SI RSD AB All Ages North Meet,CA,SCAT,10/12/2013
100 FL,56.86,56.86,16,528,"""A""",2013 CA SCS/SBSC Winter Age Gr,CA,SCAT,12/13/2013
100 FL,58.79,58.79,15,509,"""A""",2012 CA STOP BRW AGE GROUP MEE,CA,SCAT,11/3/2012
100 FL,59.08,59.08,15,498,"""BB""",2012 CASAND Winter Age Group C,CA,SCAT,12/7/2012
100 FL,59.12,59.12,15,496,"""BB""","2012 CA ORCA  ""BRW"" SC Age Gro",CA,SCAT,12/1/2012
100 FL,59.48,59.48,16,424,"""BB""",2014 CA Sprintapalooza Meet,CA,SCAT,2/1/2014
100 FL,59.53,59.53,15,480,"""BB""",2013 CA SCAT JO Max Championships,CA,SCAT,2/8/2013
100 FL,1:00.39,1:00.39,15,447,"""BB""",2013 CA MVN January Blue Meet,CA,SCAT,1/11/2013
100 FL,1:03.03,1:03.03,15,351,"""BB""",2012 CA OB CIF-SS South Coast League,CA,UN,5/3/2012
100 FL,1:04.46,1:04.46,15,302,"""BB""",2012 CA OB CIF-SS South Coast League,CA,UN,5/3/2012
100 FL,1:05.23,1:05.23,15,276,"""B""",2012 CA AAA RED-WHITE MEET,CA,SCAT,5/19/2012
200 FL,1:49.33,1:49.33,20,849,"""AAAA""",2018 RMAC Championships,US,UN,2/16/2018
200 FL,1:49.43,1:49.43,20,847,"""AAAA""",2018 RMAC Championships,US,UN,2/16/2018
200 FL,1:49.67,1:49.67,21,842,"""AAAA""",2018 Mizzou Invitational,US,UN,11/17/2018
200 FL,1:50.01,1:50.01,21,834,"""AAAA""",2018 Mizzou Invitational,US,UN,11/17/2018
200 FL,1:51.52,1:50.32,19,803,2018 Winter Juniors (SCY),2017 RMAC Championships,US,UN,2/10/2017
200 FL,1:51.98,1:51.98,20,793,2018 Winter Juniors (SCY),2017OB UNLV INVITE,US,UN,11/18/2017
200 FL,1:52.47,1:51.27,19,783,2019 Futures,2017 RMAC Championships,US,UN,2/10/2017
200 FL,1:53.04,1:53.04,19,771,2019 Futures,2016 UNLV INVITE,CA,UN,12/3/2016
200 FL,1:53.12,1:53.12,17,784,2019 Futures,2014 Speedo Winter Junior Cham,CA,SCAT,12/13/2014
200 FL,1:53.31,1:53.31,20,765,2019 Futures,2017OB UNLV INVITE,US,UN,11/18/2017
200 FL,1:54.49,1:54.49,20,741,"""AAA""",2018 UC San Diego at Cal Bapti,US,UN,1/20/2018
200 FL,1:54.93,1:54.93,19,732,"""AAA""",GCU v. UNLV v. CBU v. ACU,US,UN,1/7/2017
200 FL,1:55.32,1:55.32,21,724,"""AAA""",CSUB vs CBU,US,UN,10/27/2018
200 FL,1:55.37,1:55.37,17,738,"""AAA""",2014 CA Kevin B. Perry Senior,CA,SCAT,11/8/2014
200 FL,1:55.55,1:55.55,20,720,"""AAA""",2017 Malibu Invitational,US,UN,10/21/2017
200 FL,1:55.61,1:55.61,20,718,"""AAA""",2017 CSU Bakersfield vs Cal Ba,US,UN,11/4/2017
200 FL,1:55.67,1:55.67,17,732,"""AAA""",2014 CA Sprintapalooza Meet,CA,SCAT,11/15/2014
200 FL,1:55.70,1:55.70,19,717,"""AAA""",2016 UNLV INVITE,CA,UN,12/3/2016
200 FL,1:55.83,1:55.83,20,714,"""AAA""",PPSD vs. CBU,US,UN,10/27/2017
200 FL,1:56.06,1:56.06,17,724,"""AAA""",2015 CA SCS Senior Meet,CA,SCAT,1/17/2015
200 FL,1:56.17,1:56.17,21,707,"""AAA""",UNLV vs Cal Baptist,US,UN,10/20/2018
200 FL,1:56.20,1:56.20,17,721,"""AAA""",2014 Arena Grand Prix at Minneapolis,CA,SCAT,11/21/2014
200 FL,1:57.00,1:57.00,17,705,"""AAA""",2015 CA SCS - ROSE Club Champions,CA,SCAT,2/15/2015
200 FL,1:57.66,1:57.66,18,677,"""AAA""",2015 CA December CA NV Section,CA,SCAT,12/20/2015
200 FL,1:58.44,1:58.44,17,677,"""AA""",2014 CA GWSC BACK-TO-SCHOOL ME,CA,SCAT,9/28/2014
200 FL,1:59.38,1:59.38,20,643,"""AA""",2017 CBU Lancers Swim Dive Inv,US,UN,12/16/2017
200 FL,2:00.35,2:00.35,16,666,"""AAA""",2013 CA PST Agua Caliente Meet,CA,SCAT,11/22/2013
200 FL,2:00.39,2:00.39,20,624,"""AA""",GCU v. CBU v. NMSU v. Rice,US,UN,1/6/2018
